YEAR,MONTH,DAY,SCHEDULED_DEPARTURE,DISTANCE,HOUR
2015,3,13,0,0,17
2015,3,13,0,0,18
2015,3,13,0,0,20
2015,3,13,0,0,21
2015,3,13,0,0,22
2015,3,13,0,0,23
2015,3,14,0,0,0
2015,3,14,0,0,1
2015,3,14,0,0,2
2015,3,14,0,0,3
2015,3,14,0,0,4
2015,3,14,0,0,6
2015,3,14,0,0,7
2015,3,14,0,0,8
2015,3,14,0,0,9
2015,3,14,0,0,10
2015,3,14,0,0,12
2015,3,14,0,0,13
2015,3,14,0,0,14
2015,3,14,0,0,16
2015,3,14,0,0,17
2015,3,14,0,0,18
2015,3,14,0,0,20
2015,3,14,0,0,21
2015,3,14,0,0,22
2015,3,14,0,0,23
2015,3,15,0,0,0
2015,3,15,0,0,1
2015,3,15,0,0,2
2015,3,15,0,0,3
2015,3,15,0,0,4
2015,3,15,0,0,5
2015,3,15,0,0,6
2015,3,15,0,0,7
2015,3,15,0,0,8
2015,3,15,0,0,10
2015,3,15,0,0,12
2015,3,15,0,0,13
2015,3,15,0,0,14
2015,3,15,0,0,16
2015,3,15,0,0,17
2015,3,15,0,0,18
2015,3,15,0,0,20
2015,3,15,0,0,21
2015,3,15,0,0,22
2015,3,15,0,0,23
2015,3,16,0,0,0
2015,3,16,0,0,1
2015,3,16,0,0,2
2015,3,16,0,0,3
2015,3,16,0,0,4
2015,3,16,0,0,5
2015,3,16,0,0,6
2015,3,16,0,0,7
2015,3,16,0,0,8
2015,3,16,0,0,10
2015,3,16,0,0,12
2015,3,16,0,0,13
2015,3,16,0,0,14
2015,3,16,0,0,16
2015,3,16,0,0,17
2015,3,16,0,0,18
2015,3,16,0,0,20
2015,3,16,0,0,21
2015,3,16,0,0,22
2015,3,16,0,0,23
2015,3,17,0,0,0
2015,3,17,0,0,1
2015,3,17,0,0,2
2015,3,17,0,0,3
2015,3,17,0,0,4
2015,3,17,0,0,5
2015,3,17,0,0,6
2015,3,17,0,0,7
2015,3,17,0,0,8
2015,3,17,0,0,10
2015,3,17,0,0,12
2015,3,17,0,0,13
2015,3,17,0,0,14
2015,3,17,0,0,16
2015,3,17,0,0,17
2015,3,17,0,0,18
2015,3,17,0,0,20
2015,3,17,0,0,21
2015,3,17,0,0,22
2015,3,17,0,0,23
2015,3,18,0,0,0
2015,3,18,0,0,1
2015,3,18,0,0,2
2015,3,18,0,0,3
2015,3,18,0,0,4
2015,3,18,0,0,5
2015,3,18,0,0,6
2015,3,18,0,0,7
2015,3,18,0,0,8
2015,3,18,0,0,10
2015,3,18,0,0,12
2015,3,18,0,0,13
2015,3,18,0,0,14
2015,3,18,0,0,16
2015,3,18,0,0,17
2015,3,18,0,0,18
2015,3,18,0,0,20
2015,3,18,0,0,21
2015,3,18,0,0,22
2015,3,18,0,0,23
2015,3,19,0,0,0
2015,3,19,0,0,1
2015,3,19,0,0,2
2015,3,19,0,0,3
2015,3,19,0,0,4
2015,3,19,0,0,5
2015,3,19,0,0,6
2015,3,19,0,0,7
2015,3,19,0,0,8
2015,3,19,0,0,10
2015,3,19,0,0,12
2015,3,19,0,0,13
2015,3,19,0,0,14
2015,3,19,0,0,16
2015,3,19,0,0,17
2015,3,19,0,0,18
2015,3,19,0,0,20
2015,3,19,0,0,21
2015,3,19,0,0,22
2015,3,19,0,0,23
2015,3,20,0,0,0
2015,3,20,0,0,1
2015,3,20,0,0,2
2015,3,20,0,0,3
2015,3,20,0,0,4
2015,3,20,0,0,5
2015,3,20,0,0,6
2015,3,20,0,0,7
2015,3,20,0,0,8
2015,3,20,0,0,10
2015,3,20,0,0,12
2015,3,20,0,0,13
2015,3,20,0,0,14
2015,3,20,0,0,16
2015,3,20,0,0,17
2015,3,20,0,0,18
2015,3,20,0,0,20
2015,3,20,0,0,21
2015,3,20,0,0,22
2015,3,20,0,0,23
2015,3,21,0,0,0
2015,3,21,0,0,1
2015,3,21,0,0,2
2015,3,21,0,0,3
2015,3,21,0,0,4
2015,3,21,0,0,6
2015,3,21,0,0,7
2015,3,21,0,0,8
2015,3,21,0,0,9
2015,3,21,0,0,10
2015,3,21,0,0,12
2015,3,21,0,0,13
2015,3,21,0,0,14
2015,3,21,0,0,16
2015,3,21,0,0,17
2015,3,21,0,0,18
2015,3,21,0,0,20
2015,3,21,0,0,21
2015,3,21,0,0,22
2015,3,21,0,0,23
2015,3,22,0,0,0
2015,3,22,0,0,1
2015,3,22,0,0,2
2015,3,22,0,0,3
2015,3,22,0,0,4
2015,3,22,0,0,5
2015,3,22,0,0,6
2015,3,22,0,0,7
2015,3,22,0,0,8
2015,3,22,0,0,10
2015,3,22,0,0,12
2015,3,22,0,0,13
2015,3,22,0,0,14
2015,3,22,0,0,16
2015,3,22,0,0,17
2015,3,22,0,0,18
2015,3,22,0,0,20
2015,3,22,0,0,21
2015,3,22,0,0,22
2015,3,22,0,0,23
2015,3,23,0,0,0
2015,3,23,0,0,1
2015,3,23,0,0,2
2015,3,23,0,0,3
2015,3,23,0,0,4
2015,3,23,0,0,5
2015,3,23,0,0,6
2015,3,23,0,0,7
2015,3,23,0,0,8
2015,3,23,0,0,10
2015,3,23,0,0,12
2015,3,23,0,0,13
2015,3,23,0,0,14
2015,3,23,0,0,16
2015,3,23,0,0,17
2015,3,23,0,0,18
2015,3,23,0,0,20
2015,3,23,0,0,21
2015,3,23,0,0,22
2015,3,23,0,0,23
2015,3,24,0,0,0
2015,3,24,0,0,1
2015,3,24,0,0,2
2015,3,24,0,0,3
2015,3,24,0,0,4
2015,3,24,0,0,5
2015,3,24,0,0,6
2015,3,24,0,0,7
2015,3,24,0,0,8
2015,3,24,0,0,10
2015,3,24,0,0,12
2015,3,24,0,0,13
2015,3,24,0,0,14
2015,3,24,0,0,16
2015,3,24,0,0,17
2015,3,24,0,0,18
2015,3,24,0,0,20
2015,3,24,0,0,21
2015,3,24,0,0,22
2015,3,24,0,0,23
2015,3,25,0,0,0
2015,3,25,0,0,1
2015,3,25,0,0,2
2015,3,25,0,0,3
2015,3,25,0,0,4
2015,3,25,0,0,5
2015,3,25,0,0,6
2015,3,25,0,0,7
2015,3,25,0,0,8
2015,3,25,0,0,10
2015,3,25,0,0,12
2015,3,25,0,0,13
2015,3,25,0,0,14
2015,3,25,0,0,16
2015,3,25,0,0,17
2015,3,25,0,0,18
2015,3,25,0,0,20
2015,3,25,0,0,21
2015,3,25,0,0,22
2015,3,25,0,0,23
2015,3,26,0,0,0
2015,3,26,0,0,1
2015,3,26,0,0,2
2015,3,26,0,0,3
2015,3,26,0,0,4
2015,3,26,0,0,5
2015,3,26,0,0,6
2015,3,26,0,0,7
2015,3,26,0,0,8
2015,3,26,0,0,10
2015,3,26,0,0,12
2015,3,26,0,0,13
2015,3,26,0,0,14
2015,3,26,0,0,16
2015,3,26,0,0,17
2015,3,26,0,0,18
2015,3,26,0,0,20
2015,3,26,0,0,21
2015,3,26,0,0,22
2015,3,26,0,0,23
2015,3,27,0,0,0
2015,3,27,0,0,1
2015,3,27,0,0,2
2015,3,27,0,0,3
2015,3,27,0,0,4
2015,3,27,0,0,5
2015,3,27,0,0,6
2015,3,27,0,0,7
2015,3,27,0,0,8
2015,3,27,0,0,10
2015,3,27,0,0,12
2015,3,27,0,0,13
2015,3,27,0,0,14
2015,3,27,0,0,16
2015,3,27,0,0,17
2015,3,27,0,0,18
2015,3,27,0,0,20
2015,3,27,0,0,21
2015,3,27,0,0,22
2015,3,27,0,0,23
2015,3,28,0,0,0
2015,3,28,0,0,1
2015,3,28,0,0,2
2015,3,28,0,0,3
2015,3,28,0,0,4
2015,3,28,0,0,6
2015,3,28,0,0,7
2015,3,28,0,0,8
2015,3,28,0,0,9
2015,3,28,0,0,10
2015,3,28,0,0,12
2015,3,28,0,0,13
2015,3,28,0,0,14
2015,3,28,0,0,16
2015,3,28,0,0,17
2015,3,28,0,0,18
2015,3,28,0,0,20
2015,3,28,0,0,21
2015,3,28,0,0,22
2015,3,28,0,0,23
2015,3,29,0,0,0
2015,3,29,0,0,1
2015,3,29,0,0,2
2015,3,29,0,0,3
2015,3,29,0,0,4
2015,3,29,0,0,5
2015,3,29,0,0,6
2015,3,29,0,0,7
2015,3,29,0,0,8
2015,3,29,0,0,10
2015,3,29,0,0,12
2015,3,29,0,0,13
2015,3,29,0,0,14
2015,3,29,0,0,16
2015,3,29,0,0,17
2015,3,29,0,0,18
2015,3,29,0,0,20
2015,3,29,0,0,21
2015,3,29,0,0,22
2015,3,29,0,0,23
2015,3,30,0,0,0
2015,3,30,0,0,1
2015,3,30,0,0,2
2015,3,30,0,0,3
2015,3,30,0,0,4
2015,3,30,0,0,5
2015,3,30,0,0,6
2015,3,30,0,0,7
2015,3,30,0,0,8
2015,3,30,0,0,10
2015,3,30,0,0,12
2015,3,30,0,0,13
2015,3,30,0,0,14
2015,3,30,0,0,16
2015,3,30,0,0,17
2015,3,30,0,0,18
2015,3,30,0,0,20
2015,3,30,0,0,21
2015,3,30,0,0,22
2015,3,30,0,0,23
2015,3,31,0,0,0
2015,3,31,0,0,1
2015,3,31,0,0,2
2015,3,31,0,0,3
2015,3,31,0,0,4
2015,3,31,0,0,5
2015,3,31,0,0,6
2015,3,31,0,0,7
2015,3,31,0,0,8
2015,3,31,0,0,10
2015,3,31,0,0,12
2015,3,31,0,0,13
2015,3,31,0,0,14
2015,3,31,0,0,16
2015,3,31,0,0,17
2015,3,31,0,0,18
2015,3,31,0,0,20
2015,3,31,0,0,21
2015,3,31,0,0,22
2015,3,31,0,0,23
2015,4,1,0,0,0
2015,4,1,0,0,1
2015,4,1,0,0,2
2015,4,1,0,0,3
2015,4,1,0,0,4
2015,4,1,0,0,5
2015,4,1,0,0,6
2015,4,1,0,0,7
2015,4,1,0,0,8
2015,4,1,0,0,10
2015,4,1,0,0,12
2015,4,1,0,0,13
2015,4,1,0,0,14
2015,4,1,0,0,16
2015,4,1,0,0,17
2015,4,1,0,0,18
2015,4,1,0,0,20
2015,4,1,0,0,21
2015,4,1,0,0,22
2015,4,1,0,0,23
2015,4,2,0,0,0
2015,4,2,0,0,1
2015,4,2,0,0,2
2015,4,2,0,0,3
2015,4,2,0,0,4
2015,4,2,0,0,5
2015,4,2,0,0,6
2015,4,2,0,0,7
2015,4,2,0,0,8
2015,4,2,0,0,10
2015,4,2,0,0,12
2015,4,2,0,0,13
2015,4,2,0,0,14
2015,4,2,0,0,16
2015,4,2,0,0,17
2015,4,2,0,0,18
2015,4,2,0,0,20
2015,4,2,0,0,21
2015,4,2,0,0,22
2015,4,2,0,0,23
2015,4,3,0,0,0
2015,4,3,0,0,1
2015,4,3,0,0,2
2015,4,3,0,0,3
2015,4,3,0,0,4
2015,4,3,0,0,5
2015,4,3,0,0,6
2015,4,3,0,0,7
2015,4,3,0,0,8
2015,4,3,0,0,10
2015,4,3,0,0,12
2015,4,3,0,0,13
2015,4,3,0,0,14
2015,4,3,0,0,16
2015,4,3,0,0,17
2015,4,3,0,0,18
2015,4,3,0,0,20
2015,4,3,0,0,21
2015,4,3,0,0,22
2015,4,3,0,0,23
2015,4,4,0,0,0
2015,4,4,0,0,1
2015,4,4,0,0,2
2015,4,4,0,0,3
2015,4,4,0,0,4
2015,4,4,0,0,6
2015,4,4,0,0,7
2015,4,4,0,0,8
2015,4,4,0,0,9
2015,4,4,0,0,10
2015,4,4,0,0,11
2015,4,4,0,0,12
2015,4,4,0,0,13
2015,4,4,0,0,14
2015,4,4,0,0,16
2015,4,4,0,0,17
2015,4,4,0,0,18
2015,4,4,0,0,20
2015,4,4,0,0,21
2015,4,4,0,0,22
2015,4,4,0,0,23
2015,4,5,0,0,0
2015,4,5,0,0,1
2015,4,5,0,0,2
2015,4,5,0,0,3
2015,4,5,0,0,4
2015,4,5,0,0,5
2015,4,5,0,0,6
2015,4,5,0,0,7
2015,4,5,0,0,8
2015,4,5,0,0,9
2015,4,5,0,0,10
2015,4,5,0,0,12
2015,4,5,0,0,13
2015,4,5,0,0,14
2015,4,5,0,0,16
2015,4,5,0,0,17
2015,4,5,0,0,18
2015,4,5,0,0,20
2015,4,5,0,0,21
2015,4,5,0,0,22
2015,4,5,0,0,23
2015,4,6,0,0,0
2015,4,6,0,0,1
2015,4,6,0,0,2
2015,4,6,0,0,3
2015,4,6,0,0,4
2015,4,6,0,0,5
2015,4,6,0,0,6
2015,4,6,0,0,7
2015,4,6,0,0,8
2015,4,6,0,0,10
2015,4,6,0,0,12
2015,4,6,0,0,13
2015,4,6,0,0,14
2015,4,6,0,0,16
2015,4,6,0,0,17
2015,4,6,0,0,18
2015,4,6,0,0,20
2015,4,6,0,0,21
2015,4,6,0,0,22
2015,4,6,0,0,23
2015,4,7,0,0,0
2015,4,7,0,0,1
2015,4,7,0,0,2
2015,4,7,0,0,3
2015,4,7,0,0,4
2015,4,7,0,0,5
2015,4,7,0,0,6
2015,4,7,0,0,7
2015,4,7,0,0,9
2015,4,7,0,0,10
2015,4,7,0,0,12
2015,4,7,0,0,13
2015,4,7,0,0,14
2015,4,7,0,0,15
2015,4,7,0,0,16
2015,4,7,0,0,18
2015,4,7,0,0,19
2015,4,7,0,0,20
2015,4,7,0,0,21
2015,4,7,0,0,22
2015,4,7,0,0,23
2015,4,8,0,0,0
2015,4,8,0,0,1
2015,4,8,0,0,2
2015,4,8,0,0,3
2015,4,8,0,0,4
2015,4,8,0,0,5
2015,4,8,0,0,6
2015,4,8,0,0,7
2015,4,8,0,0,9
2015,4,8,0,0,10
2015,4,8,0,0,12
2015,4,8,0,0,13
2015,4,8,0,0,14
2015,4,8,0,0,15
2015,4,8,0,0,16
2015,4,8,0,0,18
2015,4,8,0,0,19
2015,4,8,0,0,20
2015,4,8,0,0,21
2015,4,8,0,0,22
2015,4,8,0,0,23
2015,4,9,0,0,0
2015,4,9,0,0,1
2015,4,9,0,0,2
2015,4,9,0,0,3
2015,4,9,0,0,4
2015,4,9,0,0,5
2015,4,9,0,0,6
2015,4,9,0,0,7
2015,4,9,0,0,9
2015,4,9,0,0,10
2015,4,9,0,0,12
2015,4,9,0,0,13
2015,4,9,0,0,14
2015,4,9,0,0,15
2015,4,9,0,0,16
2015,4,9,0,0,18
2015,4,9,0,0,19
2015,4,9,0,0,20
2015,4,9,0,0,21
2015,4,9,0,0,22
2015,4,9,0,0,23
2015,4,10,0,0,0
2015,4,10,0,0,1
2015,4,10,0,0,2
2015,4,10,0,0,3
2015,4,10,0,0,4
2015,4,10,0,0,5
2015,4,10,0,0,6
2015,4,10,0,0,7
2015,4,10,0,0,9
2015,4,10,0,0,10
2015,4,10,0,0,12
2015,4,10,0,0,13
2015,4,10,0,0,14
2015,4,10,0,0,15
2015,4,10,0,0,16
2015,4,10,0,0,18
2015,4,10,0,0,19
2015,4,10,0,0,20
2015,4,10,0,0,21
2015,4,10,0,0,22
2015,4,10,0,0,23
2015,4,11,0,0,0
2015,4,11,0,0,1
2015,4,11,0,0,2
2015,4,11,0,0,3
2015,4,11,0,0,4
2015,4,11,0,0,5
2015,4,11,0,0,6
2015,4,11,0,0,7
2015,4,11,0,0,8
2015,4,11,0,0,9
2015,4,11,0,0,10
2015,4,11,0,0,11
2015,4,11,0,0,12
2015,4,11,0,0,13
2015,4,11,0,0,14
2015,4,11,0,0,15
2015,4,11,0,0,16
2015,4,11,0,0,18
2015,4,11,0,0,19
2015,4,11,0,0,20
2015,4,11,0,0,21
2015,4,11,0,0,22
2015,4,11,0,0,23
2015,4,12,0,0,0
2015,4,12,0,0,1
2015,4,12,0,0,2
2015,4,12,0,0,3
2015,4,12,0,0,4
2015,4,12,0,0,5
2015,4,12,0,0,6
2015,4,12,0,0,7
2015,4,12,0,0,9
2015,4,12,0,0,10
2015,4,12,0,0,12
2015,4,12,0,0,13
2015,4,12,0,0,14
2015,4,12,0,0,15
2015,4,12,0,0,16
2015,4,12,0,0,18
2015,4,12,0,0,19
2015,4,12,0,0,20
2015,4,12,0,0,21
2015,4,12,0,0,22
2015,4,12,0,0,23
2015,4,13,0,0,0
2015,4,13,0,0,1
2015,4,13,0,0,2
2015,4,13,0,0,3
2015,4,13,0,0,4
2015,4,13,0,0,5
2015,4,13,0,0,6
2015,4,13,0,0,7
2015,4,13,0,0,9
2015,4,13,0,0,10
2015,4,13,0,0,12
2015,4,13,0,0,13
2015,4,13,0,0,14
2015,4,13,0,0,15
2015,4,13,0,0,16
2015,4,13,0,0,18
2015,4,13,0,0,19
2015,4,13,0,0,20
2015,4,13,0,0,21
2015,4,13,0,0,22
2015,4,13,0,0,23
2015,4,14,0,0,0
2015,4,14,0,0,1
2015,4,14,0,0,2
2015,4,14,0,0,3
2015,4,14,0,0,4
2015,4,14,0,0,5
2015,4,14,0,0,6
2015,4,14,0,0,7
2015,4,14,0,0,9
2015,4,14,0,0,10
2015,4,14,0,0,12
2015,4,14,0,0,13
2015,4,14,0,0,14
2015,4,14,0,0,15
2015,4,14,0,0,16
2015,4,14,0,0,18
2015,4,14,0,0,19
2015,4,14,0,0,20
2015,4,14,0,0,21
2015,4,14,0,0,22
2015,4,14,0,0,23
2015,4,15,0,0,0
2015,4,15,0,0,1
2015,4,15,0,0,2
2015,4,15,0,0,3
2015,4,15,0,0,4
2015,4,15,0,0,5
2015,4,15,0,0,6
2015,4,15,0,0,7
2015,4,15,0,0,9
2015,4,15,0,0,10
2015,4,15,0,0,12
2015,4,15,0,0,13
2015,4,15,0,0,14
2015,4,15,0,0,15
2015,4,15,0,0,16
2015,4,15,0,0,18
2015,4,15,0,0,19
2015,4,15,0,0,20
2015,4,15,0,0,21
2015,4,15,0,0,22
2015,4,15,0,0,23
2015,4,16,0,0,0
2015,4,16,0,0,1
2015,4,16,0,0,2
2015,4,16,0,0,3
2015,4,16,0,0,4
2015,4,16,0,0,5
2015,4,16,0,0,6
2015,4,16,0,0,7
2015,4,16,0,0,9
2015,4,16,0,0,10
2015,4,16,0,0,12
2015,4,16,0,0,13
2015,4,16,0,0,14
2015,4,16,0,0,15
2015,4,16,0,0,16
2015,4,16,0,0,18
2015,4,16,0,0,19
2015,4,16,0,0,20
2015,4,16,0,0,21
2015,4,16,0,0,22
2015,4,16,0,0,23
2015,4,17,0,0,0
2015,4,17,0,0,1
2015,4,17,0,0,2
2015,4,17,0,0,3
2015,4,17,0,0,4
2015,4,17,0,0,5
2015,4,17,0,0,6
2015,4,17,0,0,7
2015,4,17,0,0,9
2015,4,17,0,0,10
2015,4,17,0,0,12
2015,4,17,0,0,13
2015,4,17,0,0,14
2015,4,17,0,0,15
2015,4,17,0,0,16
2015,4,17,0,0,18
2015,4,17,0,0,19
2015,4,17,0,0,20
2015,4,17,0,0,21
2015,4,17,0,0,22
2015,4,17,0,0,23
2015,4,18,0,0,0
2015,4,18,0,0,1
2015,4,18,0,0,2
2015,4,18,0,0,3
2015,4,18,0,0,4
2015,4,18,0,0,5
2015,4,18,0,0,6
2015,4,18,0,0,7
2015,4,18,0,0,8
2015,4,18,0,0,9
2015,4,18,0,0,10
2015,4,18,0,0,11
2015,4,18,0,0,12
2015,4,18,0,0,13
2015,4,18,0,0,14
2015,4,18,0,0,15
2015,4,18,0,0,16
2015,4,18,0,0,18
2015,4,18,0,0,19
2015,4,18,0,0,20
2015,4,18,0,0,21
2015,4,18,0,0,22
2015,4,18,0,0,23
2015,4,19,0,0,0
2015,4,19,0,0,1
2015,4,19,0,0,2
2015,4,19,0,0,3
2015,4,19,0,0,4
2015,4,19,0,0,5
2015,4,19,0,0,6
2015,4,19,0,0,7
2015,4,19,0,0,9
2015,4,19,0,0,10
2015,4,19,0,0,12
2015,4,19,0,0,13
2015,4,19,0,0,14
2015,4,19,0,0,15
2015,4,19,0,0,16
2015,4,19,0,0,18
2015,4,19,0,0,19
2015,4,19,0,0,20
2015,4,19,0,0,21
2015,4,19,0,0,22
2015,4,19,0,0,23
2015,4,20,0,0,0
2015,4,20,0,0,1
2015,4,20,0,0,2
2015,4,20,0,0,3
2015,4,20,0,0,4
2015,4,20,0,0,5
2015,4,20,0,0,6
2015,4,20,0,0,7
2015,4,20,0,0,9
2015,4,20,0,0,10
2015,4,20,0,0,12
2015,4,20,0,0,13
2015,4,20,0,0,14
2015,4,20,0,0,15
2015,4,20,0,0,16
2015,4,20,0,0,18
2015,4,20,0,0,19
2015,4,20,0,0,20
2015,4,20,0,0,21
2015,4,20,0,0,22
2015,4,20,0,0,23
2015,4,21,0,0,0
2015,4,21,0,0,1
2015,4,21,0,0,2
2015,4,21,0,0,3
2015,4,21,0,0,4
2015,4,21,0,0,5
2015,4,21,0,0,6
2015,4,21,0,0,7
2015,4,21,0,0,9
2015,4,21,0,0,10
2015,4,21,0,0,12
2015,4,21,0,0,13
2015,4,21,0,0,14
2015,4,21,0,0,15
2015,4,21,0,0,16
2015,4,21,0,0,18
2015,4,21,0,0,19
2015,4,21,0,0,20
2015,4,21,0,0,21
2015,4,21,0,0,22
2015,4,21,0,0,23
2015,4,22,0,0,0
2015,4,22,0,0,1
2015,4,22,0,0,2
2015,4,22,0,0,3
2015,4,22,0,0,4
2015,4,22,0,0,5
2015,4,22,0,0,6
2015,4,22,0,0,7
2015,4,22,0,0,9
2015,4,22,0,0,10
2015,4,22,0,0,12
2015,4,22,0,0,13
2015,4,22,0,0,14
2015,4,22,0,0,15
2015,4,22,0,0,16
2015,4,22,0,0,18
2015,4,22,0,0,19
2015,4,22,0,0,20
2015,4,22,0,0,21
2015,4,22,0,0,22
2015,4,22,0,0,23
2015,4,23,0,0,0
2015,4,23,0,0,1
2015,4,23,0,0,2
2015,4,23,0,0,3
2015,4,23,0,0,4
2015,4,23,0,0,5
2015,4,23,0,0,6
2015,4,23,0,0,7
2015,4,23,0,0,9
2015,4,23,0,0,10
2015,4,23,0,0,12
2015,4,23,0,0,13
2015,4,23,0,0,14
2015,4,23,0,0,15
2015,4,23,0,0,16
2015,4,23,0,0,18
2015,4,23,0,0,19
2015,4,23,0,0,20
2015,4,23,0,0,21
2015,4,23,0,0,22
2015,4,23,0,0,23
2015,4,24,0,0,0
2015,4,24,0,0,1
2015,4,24,0,0,2
2015,4,24,0,0,3
2015,4,24,0,0,4
2015,4,24,0,0,5
2015,4,24,0,0,6
2015,4,24,0,0,7
2015,4,24,0,0,9
2015,4,24,0,0,10
2015,4,24,0,0,12
2015,4,24,0,0,13
2015,4,24,0,0,14
2015,4,24,0,0,15
2015,4,24,0,0,16
2015,4,24,0,0,18
2015,4,24,0,0,19
2015,4,24,0,0,20
2015,4,24,0,0,21
2015,4,24,0,0,22
2015,4,24,0,0,23
2015,4,25,0,0,0
2015,4,25,0,0,1
2015,4,25,0,0,2
2015,4,25,0,0,3
2015,4,25,0,0,4
2015,4,25,0,0,5
2015,4,25,0,0,6
2015,4,25,0,0,7
2015,4,25,0,0,8
2015,4,25,0,0,9
2015,4,25,0,0,10
2015,4,25,0,0,11
2015,4,25,0,0,12
2015,4,25,0,0,13
2015,4,25,0,0,14
2015,4,25,0,0,15
2015,4,25,0,0,16
2015,4,25,0,0,18
2015,4,25,0,0,19
2015,4,25,0,0,20
2015,4,25,0,0,21
2015,4,25,0,0,22
2015,4,25,0,0,23
2015,4,26,0,0,0
2015,4,26,0,0,1
2015,4,26,0,0,2
2015,4,26,0,0,3
2015,4,26,0,0,4
2015,4,26,0,0,5
2015,4,26,0,0,6
2015,4,26,0,0,7
2015,4,26,0,0,9
2015,4,26,0,0,10
2015,4,26,0,0,12
2015,4,26,0,0,13
2015,4,26,0,0,14
2015,4,26,0,0,15
2015,4,26,0,0,16
2015,4,26,0,0,18
2015,4,26,0,0,19
2015,4,26,0,0,20
2015,4,26,0,0,21
2015,4,26,0,0,22
2015,4,26,0,0,23
2015,4,27,0,0,0
2015,4,27,0,0,1
2015,4,27,0,0,2
2015,4,27,0,0,3
2015,4,27,0,0,4
2015,4,27,0,0,5
2015,4,27,0,0,6
2015,4,27,0,0,7
2015,4,27,0,0,9
2015,4,27,0,0,10
2015,4,27,0,0,12
2015,4,27,0,0,13
2015,4,27,0,0,14
2015,4,27,0,0,15
2015,4,27,0,0,16
2015,4,27,0,0,18
2015,4,27,0,0,19
2015,4,27,0,0,20
2015,4,27,0,0,21
2015,4,27,0,0,22
2015,4,27,0,0,23
2015,4,28,0,0,0
2015,4,28,0,0,1
2015,4,28,0,0,2
2015,4,28,0,0,3
2015,4,28,0,0,4
2015,4,28,0,0,5
2015,4,28,0,0,6
2015,4,28,0,0,7
2015,4,28,0,0,9
2015,4,28,0,0,10
2015,4,28,0,0,12
2015,4,28,0,0,13
2015,4,28,0,0,14
2015,4,28,0,0,15
2015,4,28,0,0,16
2015,4,28,0,0,18
2015,4,28,0,0,19
2015,4,28,0,0,20
2015,4,28,0,0,21
2015,4,28,0,0,22
2015,4,28,0,0,23
2015,4,29,0,0,0
2015,4,29,0,0,1
2015,4,29,0,0,2
2015,4,29,0,0,3
2015,4,29,0,0,4
2015,4,29,0,0,5
2015,4,29,0,0,6
2015,4,29,0,0,7
2015,4,29,0,0,9
2015,4,29,0,0,10
2015,4,29,0,0,12
2015,4,29,0,0,13
2015,4,29,0,0,14
2015,4,29,0,0,15
2015,4,29,0,0,16
2015,4,29,0,0,18
2015,4,29,0,0,19
2015,4,29,0,0,20
2015,4,29,0,0,21
2015,4,29,0,0,22
2015,4,29,0,0,23
2015,4,30,0,0,0
2015,4,30,0,0,1
2015,4,30,0,0,2
2015,4,30,0,0,3
2015,4,30,0,0,4
2015,4,30,0,0,5
2015,4,30,0,0,6
2015,4,30,0,0,7
2015,4,30,0,0,9
2015,4,30,0,0,10
2015,4,30,0,0,12
2015,4,30,0,0,13
2015,4,30,0,0,14
2015,4,30,0,0,15
2015,4,30,0,0,16
2015,4,30,0,0,18
2015,4,30,0,0,19
2015,4,30,0,0,20
2015,4,30,0,0,21
2015,4,30,0,0,22
2015,4,30,0,0,23
2015,5,1,0,0,0
2015,5,1,0,0,1
2015,5,1,0,0,2
2015,5,1,0,0,3
2015,5,1,0,0,4
2015,5,1,0,0,5
2015,5,1,0,0,6
2015,5,1,0,0,7
2015,5,1,0,0,9
2015,5,1,0,0,10
2015,5,1,0,0,12
2015,5,1,0,0,13
2015,5,1,0,0,14
2015,5,1,0,0,15
2015,5,1,0,0,16
2015,5,1,0,0,18
2015,5,1,0,0,19
2015,5,1,0,0,20
2015,5,1,0,0,21
2015,5,1,0,0,22
2015,5,1,0,0,23
2015,5,2,0,0,0
2015,5,2,0,0,1
2015,5,2,0,0,2
2015,5,2,0,0,3
2015,5,2,0,0,4
2015,5,2,0,0,5
2015,5,2,0,0,6
2015,5,2,0,0,7
2015,5,2,0,0,8
2015,5,2,0,0,9
2015,5,2,0,0,10
2015,5,2,0,0,11
2015,5,2,0,0,12
2015,5,2,0,0,13
2015,5,2,0,0,14
2015,5,2,0,0,15
2015,5,2,0,0,16
2015,5,2,0,0,18
2015,5,2,0,0,19
2015,5,2,0,0,20
2015,5,2,0,0,21
2015,5,2,0,0,22
2015,5,2,0,0,23
2015,5,3,0,0,0
2015,5,3,0,0,1
2015,5,3,0,0,2
2015,5,3,0,0,3
2015,5,3,0,0,4
2015,5,3,0,0,5
2015,5,3,0,0,6
2015,5,3,0,0,7
2015,5,3,0,0,9
2015,5,3,0,0,10
2015,5,3,0,0,12
2015,5,3,0,0,13
2015,5,3,0,0,14
2015,5,3,0,0,15
2015,5,3,0,0,16
2015,5,3,0,0,18
2015,5,3,0,0,19
2015,5,3,0,0,20
2015,5,3,0,0,21
2015,5,3,0,0,22
2015,5,3,0,0,23
2015,5,4,0,0,0
2015,5,4,0,0,1
2015,5,4,0,0,2
2015,5,4,0,0,3
2015,5,4,0,0,4
2015,5,4,0,0,5
2015,5,4,0,0,6
2015,5,4,0,0,7
2015,5,4,0,0,9
2015,5,4,0,0,10
